"2023-05-03 18:59:59,142 [INFO] Reporter Initialized!
"2023-05-03 18:59:59,142 [INFO] Reporter LEVEL: info
"2023-05-03 19:00:00,557 [INFO] Loaded csv data is 0503_0649PM
"2023-05-03 19:00:02,009 [INFO] None
"2023-05-03 19:00:14,389 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:14,539 [INFO] EPISODE 58, LOSS 0.006675971206277609
"2023-05-03 19:00:14,569 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:14,753 [INFO] EPISODE 59, LOSS 0.04683345556259155
"2023-05-03 19:00:14,783 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:14,930 [INFO] EPISODE 60, LOSS 0.007391546852886677
"2023-05-03 19:00:14,960 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:15,174 [INFO] EPISODE 61, LOSS 0.004567388445138931
"2023-05-03 19:00:15,203 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:15,335 [INFO] EPISODE 62, LOSS 0.006695027928799391
"2023-05-03 19:00:15,364 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:15,534 [INFO] EPISODE 63, LOSS 0.005616894923150539
"2023-05-03 19:00:15,564 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:15,779 [INFO] EPISODE 64, LOSS 0.010767942294478416
"2023-05-03 19:00:15,851 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:16,009 [INFO] EPISODE 65, LOSS 0.009757868014276028
"2023-05-03 19:00:16,038 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:16,282 [INFO] EPISODE 66, LOSS 0.011949978768825531
"2023-05-03 19:00:16,311 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:16,443 [INFO] EPISODE 67, LOSS 0.004794865380972624
"2023-05-03 19:00:16,473 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:16,661 [INFO] EPISODE 68, LOSS 0.00456607760861516
"2023-05-03 19:00:16,690 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:16,840 [INFO] EPISODE 69, LOSS 0.01999722793698311
"2023-05-03 19:00:16,871 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:17,042 [INFO] EPISODE 70, LOSS 0.018682844936847687
"2023-05-03 19:00:17,072 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:17,208 [INFO] EPISODE 71, LOSS 0.0043668667785823345
"2023-05-03 19:00:17,238 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:17,489 [INFO] EPISODE 72, LOSS 0.010447345674037933
"2023-05-03 19:00:17,519 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:17,671 [INFO] EPISODE 73, LOSS 0.010928088799118996
"2023-05-03 19:00:17,701 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:17,874 [INFO] EPISODE 74, LOSS 0.0028532647993415594
"2023-05-03 19:00:17,904 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:18,062 [INFO] EPISODE 75, LOSS 0.0188242606818676
"2023-05-03 19:00:18,093 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:18,334 [INFO] EPISODE 76, LOSS 0.011593542993068695
"2023-05-03 19:00:18,365 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:18,545 [INFO] EPISODE 77, LOSS 0.006690077483654022
"2023-05-03 19:00:18,576 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:18,743 [INFO] EPISODE 78, LOSS 0.0047922274097800255
"2023-05-03 19:00:18,774 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:18,943 [INFO] EPISODE 79, LOSS 0.006517255213111639
"2023-05-03 19:00:18,974 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:19,145 [INFO] EPISODE 80, LOSS 0.006063498090952635
"2023-05-03 19:00:19,176 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:19,425 [INFO] EPISODE 81, LOSS 0.004904186353087425
"2023-05-03 19:00:19,456 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:19,610 [INFO] EPISODE 82, LOSS 0.005966302938759327
"2023-05-03 19:00:19,639 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:19,826 [INFO] EPISODE 83, LOSS 0.006017282605171204
"2023-05-03 19:00:19,898 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:20,046 [INFO] EPISODE 84, LOSS 0.005913469474762678
"2023-05-03 19:00:20,075 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:20,255 [INFO] EPISODE 85, LOSS 0.010432320646941662
"2023-05-03 19:00:20,283 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:20,484 [INFO] EPISODE 86, LOSS 0.01159367524087429
"2023-05-03 19:00:20,512 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:20,662 [INFO] EPISODE 87, LOSS 0.010223925113677979
"2023-05-03 19:00:20,691 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:20,848 [INFO] EPISODE 88, LOSS 0.004240758717060089
"2023-05-03 19:00:20,877 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:21,059 [INFO] EPISODE 89, LOSS 0.002907146466895938
"2023-05-03 19:00:21,087 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:21,261 [INFO] EPISODE 90, LOSS 0.004762084688991308
"2023-05-03 19:00:21,290 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:21,520 [INFO] EPISODE 91, LOSS 0.006403477396816015
"2023-05-03 19:00:21,548 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:21,725 [INFO] EPISODE 92, LOSS 0.010013123974204063
"2023-05-03 19:00:21,754 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:21,920 [INFO] EPISODE 93, LOSS 0.005353355780243874
"2023-05-03 19:00:21,949 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:22,137 [INFO] EPISODE 94, LOSS 0.008889678865671158
"2023-05-03 19:00:22,165 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:22,342 [INFO] EPISODE 95, LOSS 0.007777685299515724
"2023-05-03 19:00:22,371 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:22,475 [INFO] EPISODE 96, LOSS 0.006667858920991421
"2023-05-03 19:00:22,505 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:22,709 [INFO] EPISODE 97, LOSS 0.0064630648121237755
"2023-05-03 19:00:22,738 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:22,911 [INFO] EPISODE 98, LOSS 0.0014500062679871917
"2023-05-03 19:00:22,940 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:23,097 [INFO] EPISODE 99, LOSS 0.008650697767734528
"2023-05-03 19:00:23,126 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:23,300 [INFO] EPISODE 100, LOSS 0.016810201108455658
"2023-05-03 19:00:23,330 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:23,499 [INFO] EPISODE 101, LOSS 0.0027974843978881836
"2023-05-03 19:00:23,529 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:23,753 [INFO] EPISODE 102, LOSS 0.0013273146469146013
"2023-05-03 19:00:23,783 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:23,959 [INFO] EPISODE 103, LOSS 0.004245619755238295
"2023-05-03 19:00:23,989 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:24,143 [INFO] EPISODE 104, LOSS 0.007680870592594147
"2023-05-03 19:00:24,212 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:24,361 [INFO] EPISODE 105, LOSS 0.003726258408278227
"2023-05-03 19:00:24,390 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:24,569 [INFO] EPISODE 106, LOSS 0.0044504497200250626
"2023-05-03 19:00:24,598 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:24,823 [INFO] EPISODE 107, LOSS 0.005006831139326096
"2023-05-03 19:00:24,852 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:25,025 [INFO] EPISODE 108, LOSS 0.004351062700152397
"2023-05-03 19:00:25,054 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:25,226 [INFO] EPISODE 109, LOSS 0.001981194596737623
"2023-05-03 19:00:25,255 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:25,418 [INFO] EPISODE 110, LOSS 0.00288624269887805
"2023-05-03 19:00:25,447 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:25,624 [INFO] EPISODE 111, LOSS 0.00396991241723299
